,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24,Cell_25,Cell_26,Cell_27,Cell_28,Cell_29,Cell_30
STRADB,0.0,3.0,6.0,26.0,15.0,0.0,0.0,227.0,0.0,0.0,0.0,1.0,1079.0,10.0,781.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,7.0,0.0,0.0,11.0,0.0
STRAP,1808.0,375.0,18562.0,13594.0,2335.0,2152.0,4113.0,1261.0,0.0,22268.0,13068.0,1221.0,15893.0,938.0,1146.0,454.0,35910.0,2814.0,214.0,446.0,17500.0,2092.0,8003.0,27204.0,3079.0,8007.0,4836.0,2354.0,17561.0,13836.0
STRBP,0.0,610.0,3568.0,48.0,54.0,1077.0,324.0,1479.0,1028.0,380.0,1398.0,488.0,579.0,196.0,141.0,23.0,2603.0,196.0,507.0,530.0,3508.0,564.0,1346.0,7268.0,0.0,496.0,336.0,54.0,1286.0,3398.0
STRIP1,1336.0,531.0,362.0,1741.0,18.0,2.0,127.0,48.0,835.0,1265.0,0.0,38.0,2513.0,0.0,1752.0,10.0,90.0,0.0,0.0,153.0,950.0,0.0,61.0,40.0,0.0,1.0,0.0,2842.0,1918.0,0.0
STRIP2,0.0,1.0,0.0,101.0,13.0,0.0,197.0,137.0,123.0,349.0,25.0,0.0,114.0,0.0,0.0,0.0,380.0,0.0,0.0,1.0,3288.0,2.0,0.0,168.0,0.0,6.0,879.0,0.0,241.0,763.0
STRN,0.0,22.0,0.0,0.0,13.0,10.0,27.0,0.0,0.0,0.0,869.0,0.0,771.0,9.0,1.0,36.0,7555.0,0.0,0.0,85.0,0.0,0.0,25.0,444.0,33.0,164.0,0.0,0.0,0.0,35.0
STRN3,11475.0,822.0,5293.0,6460.0,1418.0,1326.0,728.0,2548.0,4.0,5513.0,8815.0,2772.0,6679.0,2779.0,2965.0,403.0,45667.0,2670.0,783.0,192.0,36369.0,1883.0,908.0,5191.0,886.0,466.0,17460.0,150.0,7979.0,669.0
STRN4,0.0,192.0,0.0,0.0,29.0,32.0,334.0,0.0,448.0,821.0,70.0,127.0,136.0,164.0,2.0,0.0,2581.0,97.0,0.0,42.0,0.0,200.0,3092.0,3427.0,218.0,125.0,0.0,931.0,819.0,136.0
STS,0.0,0.0,12121.0,6126.0,0.0,1.0,1858.0,0.0,0.0,7195.0,2022.0,0.0,1.0,0.0,62.0,344.0,34875.0,1.0,1000.0,586.0,4725.0,2252.0,1752.0,5947.0,11035.0,1475.0,5895.0,0.0,11763.0,9315.0
STT3A,5008.0,324.0,6361.0,1093.0,78.0,361.0,671.0,215.0,59.0,132.0,1294.0,1032.0,4052.0,311.0,1204.0,411.0,21732.0,173.0,366.0,61.0,9580.0,878.0,722.0,4134.0,527.0,59.0,8865.0,0.0,2189.0,3191.0
STT3B,0.0,53.0,40.0,106.0,420.0,1447.0,6.0,145.0,4.0,749.0,241.0,0.0,0.0,44.0,0.0,52.0,3499.0,1.0,0.0,123.0,50.0,0.0,0.0,6.0,391.0,18.0,541.0,0.0,920.0,409.0
STUB1,0.0,0.0,263.0,0.0,0.0,0.0,63.0,0.0,0.0,1.0,0.0,1.0,957.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,0.0,0.0,52.0,8.0,0.0,0.0,17.0
STX10,0.0,302.0,715.0,0.0,0.0,0.0,363.0,0.0,34.0,1.0,669.0,0.0,1129.0,0.0,2.0,0.0,5667.0,0.0,0.0,134.0,5324.0,0.0,708.0,736.0,1.0,215.0,796.0,0.0,202.0,366.0
STX12,0.0,0.0,403.0,817.0,620.0,119.0,649.0,0.0,0.0,2517.0,628.0,0.0,5280.0,565.0,0.0,0.0,255.0,6.0,0.0,0.0,128.0,0.0,1157.0,1343.0,1274.0,1066.0,2916.0,0.0,927.0,1380.0
STX16,0.0,274.0,1137.0,383.0,69.0,0.0,24.0,45.0,0.0,0.0,298.0,109.0,0.0,87.0,1.0,5.0,1150.0,368.0,59.0,294.0,0.0,96.0,56.0,0.0,233.0,0.0,0.0,912.0,138.0,132.0
STX16-NPEPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
STX17,0.0,0.0,0.0,0.0,0.0,1450.0,243.0,0.0,0.0,2038.0,0.0,0.0,0.0,26.0,0.0,0.0,4910.0,0.0,368.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1165.0,1880.0
STX18,0.0,0.0,0.0,264.0,0.0,0.0,70.0,0.0,0.0,0.0,671.0,0.0,439.0,0.0,0.0,455.0,3.0,0.0,0.0,24.0,0.0,31.0,556.0,0.0,0.0,604.0,0.0,0.0,1258.0,17.0
STX1A,0.0,0.0,0.0,0.0,0.0,231.0,101.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,25.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,1.0,53.0
STX1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STX2,0.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,248.0,0.0,116.0,758.0,0.0,0.0,10.0,117.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1084.0,0.0
STX3,966.0,605.0,1499.0,2110.0,169.0,0.0,195.0,0.0,768.0,4869.0,1321.0,921.0,1596.0,0.0,890.0,0.0,1652.0,153.0,1.0,307.0,1099.0,591.0,428.0,6409.0,0.0,1087.0,125.0,148.0,1975.0,1460.0
STX4,0.0,0.0,239.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,3444.0,0.0,0.0,0.0,2199.0,0.0,0.0,0.0,0.0,0.0,774.0,0.0,0.0,5.0,0.0,0.0,26.0,0.0
STX5,0.0,61.0,140.0,101.0,28.0,0.0,52.0,0.0,0.0,0.0,291.0,77.0,244.0,41.0,0.0,22.0,1923.0,185.0,0.0,69.0,337.0,45.0,3.0,0.0,0.0,372.0,792.0,323.0,240.0,192.0
STX6,0.0,0.0,0.0,11.0,0.0,0.0,431.0,0.0,0.0,987.0,619.0,0.0,0.0,1.0,24.0,0.0,1211.0,0.0,0.0,80.0,0.0,503.0,0.0,0.0,0.0,13.0,0.0,221.0,0.0,543.0
STX7,0.0,1263.0,2412.0,2409.0,0.0,0.0,0.0,1443.0,8.0,1528.0,1484.0,81.0,0.0,326.0,9.0,1.0,3957.0,58.0,0.0,270.0,2445.0,138.0,584.0,163.0,0.0,1631.0,3165.0,0.0,2568.0,361.0
STX8,0.0,0.0,0.0,3141.0,154.0,2.0,72.0,278.0,0.0,683.0,946.0,903.0,2849.0,0.0,0.0,246.0,0.0,510.0,0.0,2.0,5675.0,106.0,0.0,975.0,385.0,82.0,595.0,0.0,903.0,858.0
STXBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,426.0,0.0,0.0,0.0,0.0,786.0,0.0,0.0,1.0,0.0,0.0,1074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STXBP2,0.0,221.0,494.0,0.0,7.0,0.0,411.0,0.0,295.0,0.0,215.0,0.0,0.0,0.0,5.0,0.0,542.0,0.0,0.0,99.0,0.0,114.0,2687.0,64.0,2049.0,224.0,805.0,0.0,1225.0,884.0
STXBP3,0.0,217.0,1481.0,250.0,345.0,619.0,192.0,0.0,858.0,2011.0,1.0,0.0,2645.0,985.0,140.0,856.0,4795.0,2326.0,0.0,5.0,3559.0,0.0,0.0,2015.0,944.0,719.0,2180.0,0.0,4589.0,656.0
STXBP4,0.0,0.0,0.0,1371.0,0.0,0.0,0.0,0.0,0.0,1011.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,272.0,59.0,0.0,130.0,83.0,141.0,0.0,1312.0,0.0
STXBP5,9600.0,1.0,0.0,0.0,309.0,0.0,258.0,0.0,0.0,105.0,760.0,0.0,887.0,18.0,120.0,647.0,573.0,628.0,0.0,100.0,2459.0,446.0,0.0,0.0,0.0,0.0,0.0,199.0,72.0,544.0
STXBP5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STXBP5L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
STXBP6,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,1424.0,1102.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,94.0,2113.0,0.0,0.0,757.0,0.0,366.0,511.0,0.0,0.0,319.0
STYX,0.0,883.0,1869.0,9.0,0.0,689.0,226.0,1.0,0.0,1084.0,938.0,0.0,2173.0,344.0,672.0,100.0,3725.0,48.0,3.0,621.0,4676.0,0.0,0.0,14.0,145.0,189.0,45.0,0.0,1715.0,3104.0
STYXL1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,3372.0,0.0,0.0,1451.0,0.0,1107.0,0.0,657.0,0.0,0.0,64.0,6161.0,40.0,722.0,0.0,0.0,329.0,0.0,0.0,0.0,459.0
SUB1,0.0,564.0,14392.0,2680.0,536.0,1269.0,1192.0,1254.0,10.0,5390.0,5286.0,1650.0,12926.0,625.0,1075.0,698.0,18698.0,503.0,763.0,193.0,13676.0,381.0,3802.0,4723.0,617.0,1856.0,1790.0,672.0,4063.0,2530.0
SUCLA2,0.0,0.0,4935.0,2978.0,692.0,0.0,228.0,1518.0,0.0,5630.0,2145.0,1793.0,995.0,904.0,949.0,1186.0,2193.0,916.0,0.0,0.0,8184.0,480.0,676.0,0.0,0.0,189.0,1320.0,1548.0,3420.0,3238.0
SUCLG1,0.0,2817.0,8082.0,3041.0,809.0,2379.0,957.0,60.0,19.0,5866.0,2957.0,2688.0,12736.0,244.0,765.0,706.0,16550.0,3450.0,1016.0,159.0,12142.0,549.0,3298.0,1823.0,2335.0,1694.0,4183.0,2.0,7596.0,3221.0
SUCLG2,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,236.0,0.0,512.0,718.0,68.0,0.0,107.0,485.0,412.0,0.0,627.0,10.0,43.0,87.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1299.0
SUCNR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCO,0.0,0.0,286.0,175.0,557.0,0.0,480.0,230.0,0.0,1435.0,387.0,0.0,2286.0,15.0,223.0,0.0,5664.0,1.0,0.0,105.0,246.0,1.0,0.0,1.0,1641.0,785.0,317.0,0.0,376.0,3832.0
SUDS3,0.0,40.0,1366.0,105.0,0.0,62.0,269.0,211.0,0.0,11.0,2037.0,1379.0,1031.0,25.0,0.0,35.0,1591.0,0.0,127.0,54.0,2532.0,373.0,581.0,1789.0,1730.0,906.0,0.0,0.0,30.0,315.0
SUFU,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,28.0,0.0,0.0,565.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
SUGP1,0.0,0.0,162.0,569.0,0.0,0.0,0.0,0.0,0.0,2605.0,4.0,0.0,231.0,425.0,812.0,12.0,70.0,0.0,61.0,239.0,183.0,9.0,1220.0,0.0,335.0,0.0,7.0,0.0,2268.0,628.0
SUGP2,0.0,4.0,136.0,0.0,1.0,1084.0,32.0,21.0,1.0,0.0,390.0,519.0,672.0,33.0,93.0,108.0,2210.0,334.0,0.0,192.0,2684.0,0.0,0.0,0.0,0.0,130.0,427.0,169.0,1910.0,18.0
SUGT1,1.0,523.0,8529.0,3041.0,81.0,0.0,833.0,692.0,9.0,1725.0,1097.0,344.0,5022.0,396.0,852.0,465.0,13494.0,122.0,0.0,42.0,3356.0,478.0,2396.0,1353.0,1135.0,1191.0,522.0,2430.0,1128.0,716.0
SUGT1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUGT1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULF2,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4424.0,0.0,0.0,66.0,56.0,175.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULT1A1,1.0,0.0,0.0,4.0,42.0,0.0,0.0,259.0,0.0,26.0,0.0,2.0,0.0,1.0,116.0,70.0,8.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,2.0,0.0,281.0,0.0
SULT1A2,109.0,0.0,13.0,3.0,7.0,0.0,3.0,1.0,12.0,15.0,17.0,4.0,6.0,0.0,19.0,0.0,64.0,3.0,0.0,9.0,0.0,0.0,17.0,18.0,3.0,9.0,54.0,0.0,51.0,21.0
SULT1B1,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULT1C2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULT1C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULT2A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULT2B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0
SULT4A1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMF1,0.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,31.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,1.0
SUMF2,0.0,302.0,432.0,0.0,1553.0,79.0,281.0,635.0,345.0,4103.0,468.0,0.0,5.0,0.0,276.0,163.0,2723.0,80.0,319.0,0.0,215.0,376.0,11.0,4855.0,1146.0,396.0,1231.0,0.0,3243.0,2580.0
SUMO1,6143.0,1454.0,25785.0,7295.0,1016.0,718.0,1209.0,4477.0,4.0,9653.0,6741.0,272.0,9806.0,2121.0,1132.0,872.0,32532.0,2576.0,2675.0,211.0,19924.0,2342.0,8053.0,6549.0,1327.0,3707.0,2523.0,1295.0,10241.0,4991.0
SUMO1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMO1P3,52.0,200.0,2956.0,1069.0,109.0,2.0,174.0,541.0,0.0,1520.0,757.0,0.0,1026.0,250.0,119.0,85.0,3537.0,400.0,340.0,34.0,3037.0,326.0,1253.0,1104.0,195.0,495.0,396.0,15.0,1148.0,633.0
SUMO2,0.0,609.0,5596.0,4589.0,760.0,1277.0,1294.0,418.0,120.0,5593.0,5347.0,1090.0,4250.0,1217.0,701.0,940.0,18366.0,545.0,1244.0,389.0,10696.0,729.0,3812.0,3679.0,259.0,2504.0,7212.0,1259.0,3635.0,4172.0
SUMO3,0.0,2.0,389.0,499.0,485.0,1050.0,4.0,694.0,0.0,2257.0,939.0,0.0,3364.0,410.0,183.0,108.0,1303.0,194.0,0.0,0.0,2213.0,772.0,661.0,0.0,0.0,449.0,128.0,117.0,1220.0,1784.0
SUMO4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SUN1,0.0,231.0,626.0,257.0,1220.0,145.0,108.0,0.0,0.0,2823.0,0.0,156.0,934.0,41.0,1062.0,63.0,565.0,52.0,0.0,28.0,591.0,0.0,1.0,2152.0,1770.0,86.0,1826.0,0.0,338.0,199.0
SUN2,0.0,0.0,0.0,389.0,0.0,0.0,51.0,0.0,1.0,27.0,116.0,0.0,157.0,0.0,0.0,44.0,2.0,0.0,0.0,2.0,48.0,22.0,13.0,77.0,1364.0,527.0,1.0,0.0,15.0,80.0
SUN3,0.0,0.0,3996.0,3189.0,0.0,466.0,1592.0,275.0,0.0,6565.0,2268.0,0.0,0.0,0.0,193.0,270.0,19462.0,0.0,0.0,208.0,8259.0,705.0,858.0,7455.0,0.0,2178.0,1455.0,367.0,9375.0,2158.0
SUOX,52.0,0.0,1211.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,7011.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,1948.0,0.0
SUPT16H,0.0,190.0,1378.0,3221.0,689.0,72.0,549.0,790.0,361.0,18302.0,3070.0,574.0,379.0,1542.0,731.0,63.0,16177.0,1199.0,48.0,325.0,9375.0,500.0,85.0,13125.0,3150.0,1460.0,1917.0,3183.0,9552.0,4655.0
SUPT20H,0.0,0.0,515.0,0.0,33.0,0.0,0.0,0.0,0.0,55.0,2012.0,1128.0,222.0,1.0,0.0,0.0,0.0,354.0,22.0,132.0,0.0,905.0,512.0,143.0,0.0,147.0,986.0,0.0,0.0,0.0
SUPT20HL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SUPT3H,0.0,0.0,2361.0,1007.0,0.0,0.0,408.0,0.0,0.0,0.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SUPT4H1,0.0,0.0,1302.0,837.0,353.0,15.0,281.0,286.0,173.0,503.0,1835.0,27.0,33.0,159.0,1.0,222.0,5285.0,216.0,481.0,22.0,2658.0,313.0,2753.0,2615.0,58.0,900.0,68.0,0.0,2005.0,1203.0
SUPT5H,7878.0,828.0,2091.0,3601.0,382.0,0.0,718.0,137.0,106.0,5100.0,2000.0,0.0,1686.0,395.0,292.0,85.0,8223.0,203.0,314.0,470.0,4438.0,2.0,4440.0,1285.0,2310.0,2567.0,3751.0,2019.0,1938.0,821.0
SUPT6H,2.0,1422.0,2087.0,219.0,4.0,247.0,568.0,0.0,11.0,2471.0,583.0,55.0,819.0,277.0,408.0,498.0,113.0,233.0,344.0,207.0,2355.0,247.0,3177.0,1587.0,0.0,326.0,2731.0,0.0,2442.0,563.0
SUPT7L,38.0,688.0,63.0,1725.0,335.0,0.0,230.0,120.0,379.0,5686.0,1040.0,713.0,0.0,0.0,0.0,3.0,8768.0,1662.0,0.0,27.0,153.0,0.0,22.0,2499.0,0.0,1126.0,2125.0,1383.0,1168.0,685.0
SUPV3L1,0.0,0.0,849.0,1148.0,193.0,0.0,230.0,278.0,0.0,4965.0,1358.0,38.0,1851.0,824.0,37.0,0.0,13250.0,211.0,0.0,137.0,5152.0,597.0,2688.0,9411.0,15.0,1028.0,1121.0,2734.0,9678.0,1649.0
SURF1,0.0,37.0,13.0,54.0,18.0,98.0,57.0,23.0,361.0,176.0,261.0,367.0,1054.0,12.0,0.0,277.0,3017.0,211.0,85.0,50.0,10.0,98.0,2494.0,0.0,0.0,260.0,52.0,0.0,413.0,113.0
SURF2,0.0,605.0,2137.0,727.0,217.0,81.0,1560.0,462.0,416.0,2851.0,2391.0,84.0,1310.0,0.0,16.0,449.0,2381.0,342.0,0.0,87.0,3579.0,97.0,5524.0,1783.0,1023.0,130.0,2191.0,718.0,1585.0,634.0
SURF4,0.0,738.0,4949.0,545.0,633.0,8.0,589.0,95.0,715.0,4731.0,2161.0,781.0,670.0,178.0,2.0,586.0,3076.0,22.0,946.0,129.0,5192.0,206.0,2835.0,532.0,2760.0,419.0,2321.0,0.0,3358.0,1591.0
SURF6,14.0,409.0,125.0,0.0,0.0,94.0,178.0,336.0,0.0,40.0,561.0,147.0,1114.0,6.0,1.0,638.0,3197.0,0.0,5.0,210.0,84.0,1.0,1461.0,74.0,0.0,56.0,0.0,1283.0,725.0,189.0
SUSD1,0.0,0.0,11.0,0.0,197.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2858.0,0.0,0.0,3.0,0.0,20.0,0.0,1773.0,0.0,634.0,21.0,0.0,393.0,0.0
SUSD2,0.0,973.0,112.0,0.0,0.0,4.0,191.0,349.0,12.0,0.0,0.0,279.0,1.0,666.0,1671.0,1617.0,6904.0,0.0,4892.0,42.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUSD3,0.0,0.0,0.0,0.0,314.0,72.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUV39H1,0.0,0.0,388.0,0.0,0.0,0.0,94.0,1.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,3358.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1589.0,0.0,1.0,1005.0
SUV39H2,0.0,418.0,895.0,327.0,13.0,0.0,118.0,0.0,0.0,1781.0,2697.0,0.0,15.0,0.0,41.0,20.0,3150.0,1253.0,0.0,10.0,0.0,356.0,499.0,4026.0,833.0,179.0,0.0,1895.0,1.0,3836.0
SUV420H1,0.0,0.0,2199.0,744.0,232.0,0.0,148.0,0.0,35.0,298.0,145.0,142.0,964.0,0.0,221.0,50.0,1555.0,0.0,0.0,29.0,1116.0,400.0,25.0,3442.0,0.0,67.0,0.0,7.0,24.0,708.0
SUV420H2,0.0,9.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0
SUZ12,5219.0,466.0,511.0,4.0,191.0,30.0,868.0,0.0,55.0,2651.0,1985.0,442.0,748.0,52.0,690.0,1546.0,4846.0,0.0,625.0,83.0,2241.0,268.0,814.0,0.0,81.0,1244.0,716.0,3235.0,2084.0,597.0
SUZ12P1,1328.0,172.0,555.0,257.0,0.0,0.0,153.0,13.0,121.0,50.0,28.0,0.0,918.0,0.0,0.0,78.0,1049.0,0.0,0.0,226.0,0.0,0.0,74.0,2.0,0.0,0.0,12.0,0.0,6.0,258.0
SV2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV2B,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV2C,1284.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,328.0,164.0,0.0,319.0,0.0,0.0,358.0,146.0,2.0,5.0,0.0,23.0,0.0,313.0,0.0,50.0,470.0,0.0,327.0,0.0
SVEP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,71.0,172.0,0.0,0.0,0.0,7.0,73.0,4.0,2.0,56.0,20.0,0.0,4.0,211.0,142.0,0.0,0.0,0.0,0.0,3.0,285.0
SVIP,0.0,0.0,1400.0,362.0,3.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,1942.0,0.0,0.0,80.0,926.0,0.0,519.0,266.0,38.0,47.0,5.0,0.0,640.0,97.0
SVOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVOPL,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWAP70,0.0,0.0,1281.0,220.0,352.0,0.0,202.0,158.0,0.0,2736.0,0.0,0.0,2488.0,23.0,980.0,0.0,2428.0,0.0,2.0,31.0,2288.0,669.0,1.0,3324.0,0.0,13.0,0.0,1528.0,2274.0,341.0
SWI5,0.0,194.0,2220.0,10.0,1.0,0.0,458.0,0.0,0.0,662.0,1533.0,1.0,0.0,0.0,0.0,0.0,10688.0,518.0,0.0,79.0,3384.0,0.0,1698.0,926.0,169.0,461.0,339.0,0.0,3192.0,693.0
SWSAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,1142.0,0.0,641.0,0.0,1704.0,0.0,0.0,0.0,0.0,1.0,1550.0,0.0,0.0,228.0,0.0,0.0,2100.0,498.0
